,Artista,rock,pop,alternative,electronic,indie,female vocalists,80s,dance,alternative rock,classic rock
3571,The Cold Napoleons,1,1,1,0,0,0,0,0,0,0
3572,The Futureheads,1,0,1,0,1,0,0,0,0,0
3573,Toro y Moi,0,1,1,1,1,0,0,0,0,0
3574,Tahiti 80,1,1,1,1,1,0,0,1,0,0
3575,Das Pop,0,1,0,0,0,0,0,0,0,0
3576,Smith Westerns,0,0,0,0,1,0,0,0,0,0
3577,Beulah,0,1,0,0,1,0,0,0,0,0
3578,Patti Page,0,0,0,0,0,1,0,0,0,0
3579,Marilyn Manson & The Spooky Kids,1,0,0,0,0,0,0,0,0,0
3580,Jamie Lidell,0,0,0,1,0,0,0,0,0,0
3581,Tunng,0,0,0,0,1,0,0,0,0,0
3582,Air France,0,0,0,1,0,0,0,0,0,0
3583,Pole,0,0,0,1,0,0,0,0,0,0
3584,Deadbeat,0,0,0,1,0,0,0,0,0,0
3585,Matthew Herbert,0,0,0,1,0,0,0,0,0,0
3586,Tosca,0,0,0,1,0,0,0,0,0,0
3587,Mad Ciccone,0,1,0,0,0,0,0,0,0,0
3588,Grey Daze,1,0,1,0,0,0,0,0,1,0
3589,Ark,1,0,0,0,0,0,0,0,0,0
3590,Between the Trees,0,0,0,0,1,0,0,0,0,0
3591,The Almost,1,0,1,0,0,0,0,0,1,0
3592,Semisonic,1,1,1,0,1,0,0,0,1,1
3593,Offer Nissim,0,0,0,1,0,0,0,1,0,0
3594,Amber,0,1,0,0,0,1,0,1,0,0
3595,Magnus Carlsson,0,1,0,0,0,0,0,0,0,0
3596,The Jacobins,1,0,1,0,1,0,0,0,0,0
3597,Department of Eagles,0,0,0,1,1,0,0,0,0,0
3598,Jamie T,1,0,1,1,1,0,0,1,0,0
3599,Little Man Tate,1,0,0,0,1,0,0,0,0,0
3600,Deborah Harry,0,0,0,0,0,0,1,0,0,0
3601,Third Day,1,0,1,0,0,0,0,0,0,0
3602,Casting Crowns,1,0,0,0,0,0,0,0,0,0
3603,Bushido,0,0,0,0,0,0,1,0,0,0
3604,10 Years,1,0,1,0,0,0,0,0,1,0
3605,Kids In Glass Houses,1,0,0,0,1,0,0,0,0,0
3606,Scouting for Girls,0,1,0,0,1,0,0,0,0,0
3607,Scott Stapp,0,0,1,0,0,0,0,0,0,0
3608,Clare Maguire,0,0,0,1,1,1,0,0,0,0
3609,Sabonetes,1,0,0,0,1,0,0,0,0,0
3610,Eloy,0,0,0,0,0,0,0,0,0,1
3611,Manfred Mann's Earth Band,0,0,0,0,0,0,0,0,0,1
3612,Casa das Máquinas,0,0,0,0,0,0,0,0,0,1
3613,Módulo 1000,0,0,0,0,0,0,0,0,0,1
3614,Sir Lord Baltimore,0,0,0,0,0,0,0,0,0,1
3615,Bang,0,0,0,0,0,0,0,0,0,1
3616,Steve Hackett,1,0,0,0,0,0,0,0,0,0
3617,Dust,0,0,0,0,0,0,0,0,0,1
3618,O Terço,1,0,0,0,0,0,0,0,0,1
3619,Traffic,1,0,0,0,0,0,0,0,0,1
3620,Espíritu,0,0,0,0,0,0,0,0,0,1
3621,Andromeda (60s),0,0,0,0,0,0,0,0,0,1
3622,Solaris,0,0,0,1,0,0,0,0,0,0
3623,Crucis,0,0,0,0,0,0,0,0,0,1
3624,Aphrodite's Child,1,0,0,0,0,0,0,0,0,1
3625,Elsiane,0,0,0,1,0,1,0,0,0,0
3626,Crustation,0,0,1,1,0,0,0,0,0,0
3627,Katia B,0,0,0,0,0,1,0,0,0,0
3628,Afterlife,0,0,0,1,0,0,0,0,0,0
3629,Phantogram,0,0,0,1,1,0,0,0,0,0
3630,Nina Becker,0,0,0,0,0,1,0,0,0,0
3631,Mandalay,0,0,0,1,0,1,0,0,0,0
3632,The Films,1,0,1,0,1,0,0,0,0,0
3633,Jorge Ben Jor,0,1,0,0,0,0,0,0,0,0
3634,The Weepies,0,0,0,0,1,0,0,0,0,0
3635,Twin Sister,0,0,0,0,1,0,0,0,0,0
3636,Alcoholic Faith Mission,0,0,0,1,1,0,0,0,0,0
3637,Abril,1,0,1,0,0,0,0,0,1,0
3638,Replace,1,0,0,0,0,0,0,0,0,0
3639,Esteban,0,0,1,0,1,0,0,0,0,0
3640,Fake Number,1,0,1,0,0,1,0,0,0,0
3641,Astrid Hadad,0,0,0,0,0,1,0,0,0,0
3642,Mecano,0,1,0,0,0,1,1,0,0,0
3643,Alejandro Fernández,0,1,0,0,0,0,0,0,0,0
3644,OperaBabes,0,0,0,0,0,1,0,0,0,0
3645,Silvertide,1,0,0,0,0,0,0,0,0,0
3646,Strep,1,0,0,0,0,0,0,0,0,0
3647,Charice,0,0,0,0,0,1,0,0,0,0
3648,Maite Perroni,0,1,0,0,0,0,0,0,0,0
3649,Orange Caramel,0,1,0,0,0,0,0,0,0,0
3650,Mike Posner,0,1,0,1,0,0,0,1,0,0
3651,Billy Corgan,1,0,1,0,1,0,0,0,1,0
3652,Xavier Naidoo,0,1,0,0,0,0,0,0,0,0
3653,Julie London,0,0,0,0,0,1,0,0,0,0
3654,Pale Saints,0,0,0,0,1,0,0,0,0,0
3655,Bow Wow Wow,0,0,0,0,0,1,1,0,0,0
3656,Warren Haynes,1,0,0,0,0,0,0,0,0,0
3657,Ananda Shake,0,0,0,0,0,0,0,1,0,0
3658,Sesto Sento,0,0,0,0,0,0,0,1,0,0
3659,Zeigeist,0,0,0,1,0,1,0,0,0,0
3660,Zoot Woman,0,0,0,1,0,0,0,0,0,0
3661,Logh,0,0,1,0,1,0,0,0,0,0
3662,Girls in Hawaii,0,0,0,0,1,0,0,0,0,0
3663,Go:Audio,1,0,1,0,0,0,0,0,0,0
3664,SafetySuit,1,0,1,0,0,0,0,0,1,0
3665,El Perro del Mar,0,0,1,0,1,1,0,0,0,0
3666,Joe Strummer and The Mescaleros,1,0,1,0,0,0,0,0,0,1
3667,John Paul Jones,1,0,0,0,0,0,0,0,0,1
3668,Falkenbach,1,0,0,0,0,0,0,0,0,0
3669,Austin TV,0,0,0,0,1,0,0,0,0,0
3670,Men at Work,1,1,1,0,0,0,1,1,0,1
3671,The Connells,1,1,1,0,1,0,1,0,1,0
3672,Procol Harum,1,0,0,0,0,0,0,0,0,1
3673,Perfect,1,0,0,0,0,0,0,0,0,0
3674,Jane Birkin & Serge Gainsbourg,0,1,0,0,0,0,0,0,0,0
3675,The Beloved,0,0,0,1,0,0,0,1,0,0
3676,The Monkees,1,1,0,0,0,0,1,0,0,1
3677,7th Floor,1,0,0,0,0,0,0,0,0,1
3678,Lissy Trullie,0,0,0,0,1,0,0,0,0,0
3679,Evans Blue,1,0,1,0,0,0,0,0,1,0
3680,Technical Itch,0,0,0,1,0,0,0,0,0,0
3681,Sergey Lazarev,0,1,0,0,0,0,0,0,0,0
3682,Сергей Лазарев,0,1,0,0,0,0,0,1,0,0
3683,Город 312,1,1,0,0,0,1,0,0,0,0
3684,Petra,1,0,0,0,0,0,0,0,0,1
3685,Gravity Kills,1,0,0,1,0,0,0,0,0,0
3686,Velvet,0,1,0,1,0,0,0,1,0,0
3687,The Black Eyed Peas,0,1,0,0,0,0,0,0,0,0
3688,Giusy Ferreri,0,1,0,0,0,1,0,0,0,0
3689,Demet Akalın,0,1,0,1,0,1,0,1,0,0
3690,Fuck Buttons,0,0,0,1,0,0,0,0,0,0
3691,Live,1,1,1,0,1,0,0,0,1,0
3692,Idlewild,1,1,1,0,1,0,0,0,1,0
3693,Tapping the Vein,0,0,1,0,0,1,0,0,0,0
3694,Great Northern,0,0,1,0,1,1,0,0,0,0
3695,Plumb,1,0,1,0,0,1,0,0,0,0
3696,Screaming Lights,0,0,0,0,1,0,0,0,0,0
3697,Le Mystère des voix Bulgares,0,0,0,0,0,1,0,0,0,0
3698,Cocoon,0,0,0,0,1,0,0,0,0,0
3699,The Dø,1,1,0,0,1,1,0,0,0,0
3700,Charlie Winston,0,0,0,0,0,0,0,1,0,0
3701,Tin Machine,1,0,1,0,0,0,0,0,1,0
3702,Squirrel Nut Zippers,0,0,1,0,0,0,0,0,0,0
3703,Estelle,0,1,0,0,0,1,0,1,0,0
3704,Moloko,0,1,0,1,1,1,0,1,0,0
3705,Texas,1,1,1,0,0,1,0,0,0,0
3706,Mashonda,0,0,0,0,0,1,0,1,0,0
3707,Baby Bash,0,1,0,0,0,0,0,0,0,0
3708,Dondria,0,0,0,0,0,0,0,1,0,0
3709,Auburn,1,1,0,0,0,1,0,0,0,0
3710,Patty Griffin,0,0,0,0,0,1,0,0,0,0
3711,Terri Clark,0,0,0,0,0,1,0,0,0,0
3712,The Derek Trucks Band,1,0,0,0,0,0,0,0,0,0
3713,The Allman Brothers Band,1,0,0,0,0,0,1,0,0,1
3714,Freddie King,1,0,0,0,0,0,0,0,0,0
3715,Little Feat,0,0,0,0,0,0,0,0,0,1
3716,Taj Mahal,1,0,0,0,0,0,1,0,0,0
3717,Derek and the Dominos,1,0,0,0,0,0,0,0,0,1
3718,Albert King,1,0,0,0,0,0,1,0,0,0
3719,Danger,0,0,0,1,0,0,0,1,0,0
3720,Dubstar,0,0,0,1,0,1,0,0,0,0
3721,The Golden Filter,0,0,0,1,0,0,0,0,0,0
3722,Nordstrøm,0,1,0,0,0,0,0,0,0,0
3723,Jane Monheit,0,0,0,0,0,1,0,0,0,0
3724,"Harry Connick, Jr.",0,1,0,0,0,0,0,0,0,0
3725,Rychard Century,0,1,0,0,0,0,0,0,0,0
3726,Justin Nozuka,0,0,0,0,1,0,0,0,0,0
3727,Bizarre,0,0,0,0,0,1,0,0,0,0
3728,Lady Pank,1,0,0,0,0,0,1,0,0,1
3729,Junior Caldera,0,0,0,0,0,0,0,1,0,0
3730,Michael Jackson & Paul McCartney,1,0,0,0,0,0,1,0,0,0
3731,Lil' Kim,0,0,0,0,0,1,0,0,0,0
3732,Fugees,0,1,0,0,0,0,0,0,0,0
3733,DOYOULIKE?,0,0,0,0,1,0,0,0,0,0
3734,Tihuana,1,0,0,0,0,0,0,0,0,0
3735,No Core,1,1,1,0,0,0,0,0,0,0
3736,Boozoo Bajou,0,0,0,1,0,0,0,0,0,0
3737,Saint Privat,0,0,0,1,0,1,0,0,0,0
3738,The Dears,1,0,1,0,1,0,0,0,0,0
3739,Snot,1,0,0,0,0,0,0,0,0,0
3740,Alphawezen,0,1,0,1,0,0,0,0,0,0
3741,Gonjasufi,0,0,0,1,0,0,0,0,0,0
3742,Datarock,1,0,0,1,1,0,0,1,1,0
3743,General Elektriks,0,0,0,1,0,0,0,0,0,0
3744,Vermillion Lies,0,0,1,0,0,1,0,0,0,0
3745,Oi Va Voi,0,0,0,1,1,1,0,0,0,0
3746,Soulsavers,0,0,1,0,0,0,0,0,0,0
3747,Ariana Grande,0,1,0,0,0,0,0,0,0,0
3748,FM Static,1,0,1,0,0,0,0,0,0,0
3749,Parachute,1,1,0,0,0,0,0,0,0,0
3750,Emil Bulls,0,0,1,0,0,0,0,0,0,0
3751,Donavon Frankenreiter,1,0,1,0,1,1,0,0,1,0
3752,William Fitzsimmons,0,0,0,1,1,0,0,0,0,0
3753,This Day & Age,0,0,0,0,1,0,0,0,0,0
3754,Nuclear Rabbit,0,0,1,0,0,0,0,0,0,0
3755,Lydia,0,0,0,0,1,1,0,0,0,0
3756,Vanessa Paradis,0,1,0,0,0,1,1,0,0,0
3757,KSU,1,0,1,0,0,0,0,0,0,0
3758,Zazie,0,0,0,0,0,1,0,0,0,0
3759,Natasha St-Pier,0,1,0,0,0,1,0,0,0,0
3760,Nick Cave,1,0,1,0,0,0,1,0,0,0
3761,Korea,0,0,0,0,0,0,0,0,1,0
3762,Jerry Lee Lewis,1,0,0,0,0,0,0,0,0,1
3763,Tom Petty,1,0,0,0,0,0,1,0,0,1
3764,John Mellencamp,1,0,0,0,0,0,1,1,0,1
3765,John Fogerty,1,0,0,0,0,0,0,0,0,1
3766,The Everly Brothers,0,1,0,0,0,0,0,0,0,1
3767,George Thorogood & The Destroyers,1,0,0,0,0,0,0,0,0,1
3768,Taproot,1,0,1,0,0,0,0,0,1,0
3769,Jason Walker,1,0,0,1,1,0,0,1,0,0
3770,Tristan Prettyman,0,1,0,0,0,1,0,0,0,0
3771,Ximbica,0,1,0,0,1,0,0,0,0,0
3772,Hawk Nelson,1,0,0,0,0,0,0,0,0,0
3773,Flora,0,1,0,0,0,0,0,1,0,0
3774,Sean Kingston,0,1,0,0,0,0,0,1,0,0
3775,Seu Cuca,1,0,0,0,0,0,0,0,0,0
3776,EMF,1,1,0,0,0,0,0,1,0,0
3777,Axel Fernando,0,1,0,0,0,0,0,0,0,0
3778,Maná,1,0,0,0,0,0,0,0,0,0
3779,Ricardo Arjona,0,1,0,0,0,0,1,0,0,0
3780,Carlos Baute,0,1,0,0,0,0,0,0,0,0
3781,Deep kick,1,0,0,0,0,0,0,0,0,0
3782,Viking Quest,0,0,1,1,1,0,1,1,1,0
3783,she,0,0,0,1,0,0,0,0,0,0
3784,Do As Infinity,1,0,0,0,0,1,0,0,0,0
3785,12012,1,0,0,0,0,0,0,0,0,0
3786,Alice Nine,1,0,0,0,0,0,0,0,0,0
3787,m-flo,0,0,0,1,0,0,0,0,0,0
3788,Bebe,0,1,0,0,0,1,0,0,0,0
3789,theaudience,0,0,1,0,1,0,0,0,0,0
3790,The Sunshine Underground,0,0,1,0,1,0,0,0,0,0
3791,Meat Loaf,1,0,0,0,0,0,1,0,0,1
3792,Great White,0,0,0,0,0,0,1,0,0,0
3793,Replikas,1,0,1,0,0,0,0,0,1,0
3794,Yaşar Kurt,0,0,1,0,0,0,0,0,0,0
3795,Beth Gibbons & Rustin Man,0,0,0,0,0,1,0,0,0,0
3796,Pinhani,0,0,0,0,0,0,0,0,1,0
3797,Niyaz,0,0,0,1,0,1,0,0,0,0
3798,Bülent Ortaçgil,0,0,1,0,1,0,0,0,0,0
3799,mewithoutYou,0,0,0,0,1,0,0,0,1,0
3800,Sunny Day Real Estate,0,0,0,0,1,0,0,0,0,0
3801,Every Time I Die,1,0,0,0,0,0,0,0,0,0
3802,American Football,0,0,0,0,1,0,0,0,0,0
3803,Still Remains,1,0,1,0,0,0,0,0,0,0
3804,Nada Surf,1,0,1,0,1,0,0,0,1,0
3805,The Black Box Revelation,1,0,1,0,0,0,0,0,0,0
3806,Avi Buffalo,0,0,1,0,1,0,0,0,0,0
3807,The Vacation,1,0,0,0,0,0,0,0,0,0
3808,Marco Borsato,1,1,0,0,0,0,0,0,0,0
3809,Sash!,0,0,0,1,0,0,0,1,0,0
3810,Tina Cousins,0,1,0,0,0,1,0,1,0,0
3811,Psyched Up Janis,1,0,0,0,1,0,0,0,0,0
3812,Dúné,0,0,0,1,0,0,0,0,0,0
3813,Joshua Radin,0,0,1,0,1,0,0,0,0,0
3814,Jahcoozi,0,0,0,1,0,0,0,0,0,0
3815,Modeselektor,0,0,0,1,0,0,0,0,0,0
3816,Voces en el Plasma,1,0,0,0,0,0,0,0,0,0
3817,Aeon Spoke,1,0,1,0,1,0,0,0,0,0
3818,Fila Brazillia,0,0,0,1,0,0,0,0,0,0
3819,Prism,1,0,0,0,0,0,1,0,0,1
3820,Jan & Dean,0,0,0,0,0,0,0,0,0,1
3821,Bill Haley and the Comets,0,0,0,0,0,0,0,0,0,1
3822,The Hollies,1,1,0,0,0,0,0,0,0,1
3823,The Royal Guardsmen,0,0,0,0,0,0,0,0,0,1
3824,Paul Revere & the Raiders,1,0,0,0,0,0,0,0,0,0
3825,Badfinger,1,0,0,0,0,0,0,0,0,1
3826,Lauren Nichols,0,0,0,0,0,1,0,0,0,0
3827,The Partridge Family,0,1,0,0,0,0,0,0,0,1
3828,The Surfites,0,0,0,0,0,0,0,0,0,1
3829,Pat Benatar,1,1,1,0,0,1,1,1,0,1
3830,Herman's Hermits,0,1,0,0,0,0,0,0,0,0
3831,Wanda Jackson,0,0,0,0,0,1,0,0,0,0
3832,Charlie Daniels Band,0,0,0,0,0,0,0,0,0,1
3833,Steve Gaines,0,0,0,0,0,0,0,0,0,1
3834,Kincade,1,0,0,0,0,0,0,0,0,0
3835,The Merseybeats,0,0,0,0,0,0,0,0,0,1
3836,The Archies,0,1,0,0,0,0,0,0,0,0
3837,Lobo,0,1,0,0,0,0,0,0,0,0
3838,The Swinging Blue Jeans,1,0,0,0,0,0,0,0,0,1
3839,The Cowsills,1,1,0,0,0,0,0,0,0,1
3840,Miss Kittin,0,0,0,1,0,1,0,0,0,0
3841,Neon Neon,0,0,0,1,0,0,0,0,0,0
3842,Chicks on Speed,0,0,0,1,1,1,0,1,0,0
3843,Kleerup,0,1,0,1,0,0,0,1,0,0
3844,Blackbird Blackbird,0,0,0,1,0,0,0,0,0,0
3845,Vonda Shepard,0,0,0,0,0,1,0,0,0,0
3846,Frankmusik,0,1,0,1,1,0,0,1,0,0
3847,Ocean Reid,0,0,0,0,1,0,0,0,0,0
3848,Josh Rouse,1,1,1,0,1,0,0,0,0,0
3849,Rachael Yamagata,0,1,1,0,1,1,0,0,0,0
3850,Joni Mitchell,0,0,0,0,0,1,1,0,0,1
3851,Joe Purdy,0,0,0,0,1,0,0,0,0,0
3852,Neverending White Lights,1,0,1,0,1,0,0,0,0,0
3853,OIH,0,0,1,1,0,0,0,0,0,0
3854,Melanie Fiona,0,1,0,0,0,1,0,0,0,0
3855,Young Heretics,0,0,0,1,1,0,0,0,0,0
3856,макулатура,0,0,0,0,1,0,0,0,0,0
3857,Dianogah,0,0,0,0,1,0,0,0,0,0
3858,Grammatics,0,0,1,0,0,0,0,0,0,0
3859,Hydria,0,0,0,0,0,1,0,0,0,0
3860,Elis,0,0,0,0,0,1,0,0,0,0
3861,Kimya Dawson,0,0,1,0,1,1,0,0,0,0
3862,Mansun,1,0,1,0,1,0,0,0,1,0
3863,The Pineapple Thief,1,0,0,0,0,0,0,0,0,0
3864,The Cooper Temple Clause,0,0,1,0,1,0,0,0,1,0
3865,Anekdoten,1,0,0,0,0,0,0,0,0,0
3866,Levellers,1,0,1,0,1,0,0,0,0,0
3867,All About Eve,0,0,0,0,0,1,0,0,0,0
3868,The Mission,0,0,0,0,0,0,1,0,0,0
3869,Propellerheads,0,0,1,1,0,0,0,0,0,0
3870,Ride,0,0,1,0,1,0,0,0,1,0
3871,The Feelies,0,0,0,0,0,0,0,0,1,0
3872,The Naked and Famous,0,0,1,1,1,0,0,0,0,0
3873,Van She,0,0,0,1,0,0,0,0,0,0
3874,Au Revoir Simone,0,1,0,1,0,1,0,0,0,0
3875,Neon Indian,0,0,0,1,0,0,0,0,0,0
3876,Chapterhouse,0,0,0,0,1,0,0,0,1,0
3877,La Ley,1,0,0,0,0,0,0,0,1,0
3878,Ricardo Montaner,0,1,0,0,0,0,1,0,0,0
3879,Vas,0,0,0,0,0,1,0,0,0,0
3880,Cinnamon Chasers,0,0,0,1,0,0,0,0,0,0
3881,Teengirl Fantasy,0,0,0,0,1,0,0,0,0,0
3882,Twin Shadow,0,0,0,1,0,0,0,0,0,0
3883,Ludov,1,1,0,0,1,1,0,0,1,0
3884,Autoramas,1,0,0,0,1,0,0,0,1,0
3885,Moptop,1,0,1,1,1,0,0,0,1,1
3886,Rock Rocket,1,0,0,0,0,0,0,0,1,0
3887,Belchior,0,0,1,0,0,0,0,0,0,0
3888,Milla Jovovich,0,1,1,1,1,1,0,0,0,0
3889,Måns Zelmerlöw,0,1,0,0,0,0,0,1,0,0
3890,Everlast,1,0,1,0,0,0,0,0,1,0
3891,Pleymo,0,0,1,0,0,0,0,0,0,0
3892,Oficina G3,1,0,0,0,0,0,0,0,1,0
3893,Fiction Family,0,0,0,0,0,0,0,0,1,0
3894,Head,0,0,1,0,0,0,0,0,0,0
3895,He Is We,0,0,0,0,1,0,0,0,0,0
3896,Darius Rucker,1,1,0,0,0,0,0,0,0,0
3897,South Park,1,0,0,0,0,0,0,0,0,0
3898,REO Speedwagon,1,0,0,0,0,0,1,0,0,1
3899,Massacre,0,0,0,0,0,0,0,0,1,0
3900,Frakkur,0,0,0,1,0,0,0,0,0,0
3901,Evan Rachel Wood,0,1,0,0,0,0,0,0,0,0
3902,Mercedes Sosa,0,0,0,0,0,1,0,0,0,0
3903,John Lennon & Yoko Ono,0,0,0,0,0,0,0,0,0,1
3904,Garou,0,1,0,0,0,0,0,0,0,0
3905,Varius Manx,1,1,0,0,0,0,0,0,0,0
3906,Patrycja Markowska,1,1,0,0,0,1,0,0,0,0
3907,Tina Arena,1,1,0,0,0,1,0,0,0,0
3908,Bajm,0,1,0,0,0,0,0,0,0,0
3909,Kasia Cerekwicka,0,1,0,0,0,1,0,0,0,0
3910,Pete Vyler,1,0,1,0,1,0,0,0,1,0
3911,Sourire Kabyle,1,0,0,0,0,0,0,0,1,0
3912,Les Wampas,1,0,0,0,0,0,0,0,1,0
3913,DJ Ph0X,0,0,0,0,0,0,0,1,0,0
3914,DJ Dean,0,0,0,1,0,0,0,1,0,0
3915,BT,0,0,0,1,0,0,0,1,0,0
3916,Dover,1,0,0,0,0,0,0,0,0,0
3917,Darude,0,0,0,1,0,0,0,1,0,0
3918,Junkie XL,0,0,0,1,0,0,0,1,0,0
3919,Nazareth,1,0,0,0,0,0,0,0,0,1
3920,Foghat,1,0,0,0,0,0,0,0,0,1
3921,Kitaro,0,0,0,1,0,0,0,0,0,0
3922,The Drifters,0,0,0,0,0,0,0,1,0,0
3923,Brenda Lee,0,0,0,0,0,1,0,0,0,0
3924,B.B. King & Eric Clapton,1,0,0,0,0,0,0,0,0,1
3925,Rita Pavone,0,1,0,0,0,1,0,0,0,0
3926,Pat Boone,0,1,0,0,0,0,0,0,0,0
3927,Toto Cutugno,0,1,0,0,0,0,1,0,0,0
3928,Harry Belafonte,0,1,0,0,0,0,0,0,0,0
3929,Gigliola Cinquetti,0,1,0,0,0,1,0,0,0,0
3930,Al Bano & Romina Power,0,0,0,0,0,0,1,0,0,0
3931,The Chamber Strings,0,1,0,0,0,0,0,0,0,0
3932,Dorian,1,0,0,0,0,0,0,0,0,0
3933,梅林茂,0,0,0,1,0,0,0,0,0,0
3934,The Coral,1,0,1,0,1,0,0,0,0,0
3935,The House of Love,0,0,0,0,1,0,0,0,0,0
3936,Beach Fossils,0,0,0,0,1,0,0,0,0,0
3937,La Sonrisa de Julia,0,1,0,0,1,0,0,0,0,0
3938,Cajun Dance Party,0,0,0,0,1,0,0,0,0,0
3939,Chiara Civello,0,0,0,0,0,1,0,0,0,0
3940,Hayley Westenra,0,0,0,0,0,1,0,0,0,0
3941,Secret Garden,0,0,1,0,0,0,0,0,0,0
3942,Cast of Camp Rock 2,0,0,0,1,0,0,0,0,0,0
3943,Club 8,0,1,0,0,1,0,0,0,0,0
3944,Red House Painters,0,0,0,0,1,0,0,0,0,0
3945,The Postmarks,1,1,1,0,1,1,0,0,0,0
3946,Matchbook Romance,1,0,1,0,0,0,0,0,0,0
3947,Last Winter,1,0,0,0,0,0,0,0,0,0
3948,Madina Lake,1,0,1,0,0,0,0,0,1,0
3949,Marika,0,0,0,0,0,1,0,0,0,0
3950,MBrother,0,0,0,0,0,0,0,1,0,0
3951,C-Bool,0,0,0,1,0,0,0,1,0,0
3952,Jeckyll & Hyde,0,0,0,1,0,0,0,1,0,0
3953,Electric Six,1,0,1,1,1,0,0,1,0,0
3954,Crossbreed,0,0,0,1,0,0,0,0,0,0
3955,Jonathan Davis,0,0,1,0,0,0,0,0,0,0
3956,Demagolka,0,0,0,0,1,0,0,0,0,0
3957,Trent Reznor,0,0,1,1,0,0,0,0,0,0
3958,Lemuria,0,0,0,0,1,0,0,0,0,0
3959,Minor Threat,0,0,0,0,0,0,1,0,0,0
3960,AaRON,1,0,0,0,1,0,0,0,0,0
3961,Eisblume,0,1,0,0,0,1,0,0,0,0
3962,O-HUM,0,0,0,0,0,0,0,0,1,0
3963,Nina,1,0,0,0,0,0,0,0,0,0
3964,Melissa Manchester,0,0,0,0,0,1,0,0,0,0
3965,Randy Crawford,0,0,0,0,0,1,0,0,0,0
3966,Prince & The Revolution,1,1,0,0,0,0,1,0,0,0
3967,Prince and the New Power Generation,1,1,0,0,0,0,0,0,0,0
3968,Boyz II Men,0,1,0,0,0,0,0,1,0,0
3969,Bobby Brown,0,0,0,0,0,0,1,0,0,0
3970,Loverboy,1,1,0,0,0,0,1,0,0,0
3971,Andy Taylor,1,0,0,0,0,0,1,0,0,0
3972,Kool & The Gang,1,0,0,0,0,0,1,1,0,0
3973,ZeRo-BaSs,0,0,0,1,0,0,0,1,0,0
3974,Grum,0,0,0,1,0,0,0,0,0,0
3975,Filthy Dukes,0,0,0,1,1,0,0,0,0,0
3976,Manca Špik,0,1,0,0,0,0,0,0,0,0
3977,Preslava,0,0,0,0,0,0,0,1,0,0
3978,Candy Girl,0,1,0,0,0,0,0,0,0,0
3979,Paulla,0,0,0,0,0,1,0,0,0,0
3980,France Gall,0,1,0,0,0,1,0,0,0,0
3981,Man Meadow,0,1,0,0,0,0,0,1,0,0
3982,Bimbo Boy,0,1,0,0,0,0,0,1,0,0
3983,Magda Femme & Iwona Węgrowska,0,1,0,0,0,1,0,1,0,0
3984,Kristína,0,1,0,0,0,0,0,0,0,0
3985,Lhasa de Sela,0,0,0,0,0,1,0,0,0,0
3986,Sema,0,0,0,0,0,1,0,0,0,0
3987,Düşbaz,1,0,0,0,0,0,0,0,0,0
3988,Yavuz Çetin,1,0,0,0,0,0,0,0,0,0
3989,Bethany Joy Lenz,1,1,0,0,0,1,0,0,0,0
3990,Umbrellas,0,0,0,0,1,0,0,0,0,0
3991,Thriving Ivory,1,0,0,0,0,0,0,0,0,0
3992,川田まみ,0,0,0,0,0,1,0,0,0,0
3993,樹海,0,1,0,0,0,1,0,0,0,0
3994,Suara,0,0,0,0,0,1,0,0,0,0
3995,Every Little Thing,0,1,0,0,0,1,0,0,0,0
3996,Sowelu,0,1,0,0,0,0,0,0,0,0
3997,絢香,0,1,0,0,0,1,0,0,0,0
3998,Elefant,1,1,1,0,1,0,0,0,0,0
3999,Catupecu Machu,1,0,1,0,0,0,0,0,1,0
4000,Bad Lieutenant,0,0,1,0,0,0,0,0,0,0
4001,Roy Harper,1,0,0,0,0,0,0,0,0,0
4002,Android Lust,0,0,0,1,0,0,0,0,0,0
4003,Switchblade Symphony,0,0,0,0,0,1,0,0,0,0
4004,Rafael Wanyer,0,1,0,0,0,0,0,0,0,0
4005,Libra,0,0,1,0,0,0,0,0,0,0
4006,Nicole Natalino,1,1,1,0,0,0,0,0,0,0
4007,Mark Ronson,0,1,1,0,1,1,0,0,0,0
4008,Ewelina Flinta,1,0,0,0,0,0,0,0,0,0
4009,Kenna,0,0,0,1,1,0,0,1,0,0
4010,Fox,0,1,0,1,0,0,0,0,0,0
4011,Ao Cubo,0,1,0,0,0,0,0,0,0,0
4012,Leandro Lopes,0,1,0,0,0,0,0,0,0,0
4013,Sam Tsui,0,1,0,0,0,0,0,0,0,0
4014,Só Pra Contrariar,0,1,0,0,0,0,0,0,0,0
4015,El Canto del Loco,1,1,1,0,0,0,0,0,0,0
4016,Hillsong United,0,0,1,0,0,0,0,0,0,0
4017,Vertical Horizon,1,1,1,0,1,0,0,0,1,0
4018,Ludmila Ferber,0,0,0,0,0,1,0,0,0,0
4019,나르샤,0,1,0,0,0,0,0,0,0,0
4020,남녀공학,0,1,0,0,0,0,0,1,0,0
4021,Frank Black,0,0,0,0,1,0,0,0,0,0
4022,Zé Ramalho,1,0,1,0,0,0,0,0,0,0
4023,Gram,1,0,1,0,1,0,0,0,1,0
4024,beFour,0,1,0,0,0,0,0,1,0,0
4025,Die Happy,1,0,0,0,0,0,0,0,1,0
4026,Lasgo,0,0,0,0,0,1,0,1,0,0
4027,Manos de Topo,0,0,0,0,1,0,0,0,0,0
4028,Sr. Chinarro,0,0,1,0,1,0,0,0,0,0
