,Artista,rock,pop,alternative,eletronic,indie,female vocalist,80s,dance,alternative rock,classic rock
7860,Tapping the Vein,0,0,1,0,0,1,0,0,0,0
7861,Great Northern,0,0,1,0,1,1,0,0,0,0
7862,Plumb,1,0,1,0,0,1,0,0,0,0
7863,Screaming Lights,0,0,0,0,1,0,0,0,0,0
7864,Beyond the Void,0,0,0,0,0,0,0,0,0,0
7865,Le Mystère des voix Bulgares,0,0,0,0,0,1,0,0,0,0
7866,Jia Peng Fang,0,0,0,0,0,0,0,0,0,0
7867,Madonna & Justin Timberlake & Timbaland,0,0,0,0,0,0,0,0,0,0
7868,Cocoon,0,0,0,0,1,0,0,0,0,0
7869,The Dø,1,1,0,0,1,1,0,0,0,0
7870,M,0,0,0,0,0,0,0,0,0,0
7871,Charlie Winston,0,0,0,0,0,0,0,1,0,0
7872,Tin Machine,1,0,1,0,0,0,0,0,1,0
7873,Gail Ann Dorsey,0,0,0,0,0,0,0,0,0,0
7874,Adam Ficek,0,0,0,0,0,0,0,0,0,0
7875,Soan,0,0,0,0,0,0,0,0,0,0
7876,Flea,0,0,0,0,0,0,0,0,0,0
7877,Revolver,0,0,0,0,0,0,0,0,0,0
7878,Minuscule Hey,0,0,0,0,0,0,0,0,0,0
7879,David Bowie &Moby,0,0,0,0,0,0,0,0,0,0
7880,Zombie Ghost Train,0,0,0,0,0,0,0,0,0,0
7881,Squirrel Nut Zippers,0,0,1,0,0,0,0,0,0,0
7882,Estelle,0,1,0,0,0,1,0,1,0,0
7883,Moloko,0,1,0,1,1,1,0,1,0,0
7884,Texas,1,1,1,0,0,1,0,0,0,0
7885,Voodoo Zombie,0,0,0,0,0,0,0,0,0,0
7886,Ryan Leslie,0,0,0,0,0,0,0,0,0,0
7887,Bobby Valentino,0,0,0,0,0,0,0,0,0,0
7888,Mashonda,0,0,0,0,0,1,0,1,0,0
7889,Teedra Moses,0,0,0,0,0,0,0,0,0,0
7890,Ny,0,0,0,0,0,0,0,0,0,0
7891,Nivea,0,0,0,0,0,0,0,0,0,0
7892,Tiffany Villarreal,0,0,0,0,0,0,0,0,0,0
7893,Megan Rochell,0,0,0,0,0,0,0,0,0,0
7894,Keshia Chanté,0,0,0,0,0,0,0,0,0,0
7895,Black Buddafly,0,0,0,0,0,0,0,0,0,0
7896,Lloyd,0,0,0,0,0,0,0,0,0,0
7897,Asia Cruise,0,0,0,0,0,0,0,0,0,0
7898,Cheri Dennis,0,0,0,0,0,0,0,0,0,0
7899,Baby Bash,0,1,0,0,0,0,0,0,0,0
7900,jhene,0,0,0,0,0,0,0,0,0,0
7901,Rhea,0,0,0,0,0,0,0,0,0,0
7902,Drew Sidora,0,0,0,0,0,0,0,0,0,0
7903,Dondria,0,0,0,0,0,0,0,1,0,0
7904,Nasri,0,0,0,0,0,0,0,0,0,0
7905,Jovan Dais,0,0,0,0,0,0,0,0,0,0
7906,Tha' Rayne,0,0,0,0,0,0,0,0,0,0
7907,Mila J,0,0,0,0,0,0,0,0,0,0
7908,Auburn,1,1,0,0,0,1,0,0,0,0
7909,Steph Jones,0,0,0,0,0,0,0,0,0,0
7910,Brandon Hines,0,0,0,0,0,0,0,0,0,0
7911,Dawn Richard,0,0,0,0,0,0,0,0,0,0
7912,Latrelle,0,0,0,0,0,0,0,0,0,0
7913,Court Yard Hounds,0,0,0,0,0,0,0,0,0,0
7914,Patty Griffin,0,0,0,0,0,1,0,0,0,0
7915,Lee Brice,0,0,0,0,0,0,0,0,0,0
7916,Jamey Johnson,0,0,0,0,0,0,0,0,0,0
7917,Robert Plant & Alison Krauss,0,0,0,0,0,0,0,0,0,0
7918,Ryan Bingham,0,0,0,0,0,0,0,0,0,0
7919,Crystal Bowersox,0,0,0,0,0,0,0,0,0,0
7920,Jerrod Niemann,0,0,0,0,0,0,0,0,0,0
7921,Terri Clark,0,0,0,0,0,1,0,0,0,0
7922,Justin Townes Earle,0,0,0,0,0,0,0,0,0,0
7923,The Derek Trucks Band,1,0,0,0,0,0,0,0,0,0
7924,The Avett Brothers,0,0,0,0,0,0,0,0,0,0
7925,Susan Tedeschi,0,0,0,0,0,0,0,0,0,0
7926,The Allman Brothers Band,1,0,0,0,0,0,1,0,0,1
7927,Ollabelle,0,0,0,0,0,0,0,0,0,0
7928,Duane Allman,0,0,0,0,0,0,0,0,0,0
7929,Freddie King,1,0,0,0,0,0,0,0,0,0
7930,Little Feat,0,0,0,0,0,0,0,0,0,1
7931,The Persuasions,0,0,0,0,0,0,0,0,0,0
7932,Jimmy Herring,0,0,0,0,0,0,0,0,0,0
7933,Hound Dog Taylor & the House Rockers,0,0,0,0,0,0,0,0,0,0
7934,The Meters,0,0,0,0,0,0,0,0,0,0
7935,Taj Mahal,1,0,0,0,0,0,1,0,0,0
7936,Toots and the Maytals,0,0,0,0,0,0,0,0,0,0
7937,Derek and the Dominos,1,0,0,0,0,0,0,0,0,1
7938,Albert King,1,0,0,0,0,0,1,0,0,0
7939,Keb' Mo',0,0,0,0,0,0,0,0,0,0
7940,Joe Pug,0,0,0,0,0,0,0,0,0,0
7941,Little Walter,0,0,0,0,0,0,0,0,0,0
7942,The Campbell Brothers,0,0,0,0,0,0,0,0,0,0
7943,Barrelhouse,0,0,0,0,0,0,0,0,0,0
7944,JJ Grey & Mofro,0,0,0,0,0,0,0,0,0,0
7945,Townes Van Zandt,0,0,0,0,0,0,0,0,0,0
7946,Danger,0,0,0,1,0,0,0,1,0,0
7947,Dubstar,0,0,0,1,0,1,0,0,0,0
7948,The Golden Filter,0,0,0,1,0,0,0,0,0,0
7949,"Ted Neely, Yvonne Elliman & Others",0,0,0,0,0,0,0,0,0,0
7950,Kish Mauve,0,0,0,0,0,0,0,0,0,0
7951,Rinôçérôse,0,0,0,0,0,0,0,0,0,0
7952,Orchestra,0,0,0,0,0,0,0,0,0,0
7953,Warren Suicide,0,0,0,0,0,0,0,0,0,0
7954,Coco Electrik,0,0,0,0,0,0,0,0,0,0
7955,Krause,0,0,0,0,0,0,0,0,0,0
7956,Beborn Beton,0,0,0,0,0,0,0,0,0,0
7957,Red Lorry Yellow Lorry,0,0,0,0,0,0,0,0,0,0
7958,Nordstrøm,0,1,0,0,0,0,0,0,0,0
7959,Jane Monheit,0,0,0,0,0,1,0,0,0,0
7960,"Harry Connick, Jr.",0,1,0,0,0,0,0,0,0,0
7961,Rychard Century,0,1,0,0,0,0,0,0,0,0
7962,Justin Nozuka,0,0,0,0,1,0,0,0,0,0
7963,Roberta Sa e Trio Madeira Brasil,0,0,0,0,0,0,0,0,0,0
7964,WWO,0,0,0,0,0,0,0,0,0,0
7965,Bun B,0,0,0,0,0,0,0,0,0,0
7966,Lil' Flip,0,0,0,0,0,0,0,0,0,0
7967,Slim Thug,0,0,0,0,0,0,0,0,0,0
7968,T-Pain,0,0,0,0,0,0,0,0,0,0
7969,Bizarre,0,0,0,0,0,1,0,0,0,0
7970,Lady Pank,1,0,0,0,0,0,1,0,0,1
7971,Peja,0,0,0,0,0,0,0,0,0,0
7972,Borysewicz-Kukiz,0,0,0,0,0,0,0,0,0,0
7973,Junior Caldera,0,0,0,0,0,0,0,1,0,0
7974,HiFi Banda,0,0,0,0,0,0,0,0,0,0
7975,DJ 600V,0,0,0,0,0,0,0,0,0,0
7976,Michael Jackson & Paul McCartney,1,0,0,0,0,0,1,0,0,0
7977,Slums Attack,0,0,0,0,0,0,0,0,0,0
7978,Natalie Bassingthwaighte,0,0,0,0,0,0,0,0,0,0
7979,Tata Golosa,0,0,0,0,0,0,0,0,0,0
7980,The Notorious B.I.G.,0,0,0,0,0,0,0,0,0,0
7981,Bad Balance,0,0,0,0,0,0,0,0,0,0
7982,Black Violin,0,0,0,0,0,0,0,0,0,0
7983,Zion I & The Grouch,0,0,0,0,0,0,0,0,0,0
7984,MC Lyte,0,0,0,0,0,0,0,0,0,0
7985,Lil' Kim,0,0,0,0,0,1,0,0,0,0
7986,Reks,0,0,0,0,0,0,0,0,0,0
7987,A-Alikes,0,0,0,0,0,0,0,0,0,0
7988,Slick Rick,0,0,0,0,0,0,0,0,0,0
7989,Onyx,0,0,0,0,0,0,0,0,0,0
7990,maritza rodriguez,0,0,0,0,0,0,0,0,0,0
7991,Fugees,0,1,0,0,0,0,0,0,0,0
7992,8Ball & MJG,0,0,0,0,0,0,0,0,0,0
7993,Инна Steel и Михей,0,0,0,0,0,0,0,0,0,0
7994,Big Syke,0,0,0,0,0,0,0,0,0,0
7995,Queen Latifah,0,0,0,0,0,0,0,0,0,0
7996,Rap P,0,0,0,0,0,0,0,0,0,0
7997,WC,0,0,0,0,0,0,0,0,0,0
7998,Square,0,0,0,0,0,0,0,0,0,0
7999,DOYOULIKE?,0,0,0,0,1,0,0,0,0,0
8000,レミオロメン,0,0,0,0,0,0,0,0,0,0
8001,V.O.W.E,0,0,0,0,0,0,0,0,0,0
8002,Tihuana,1,0,0,0,0,0,0,0,0,0
8003,No Core,1,1,1,0,0,0,0,0,0,0
8004,Believe,0,0,0,0,0,0,0,0,0,0
8005,Aly & Fila,0,0,0,0,0,0,0,0,0,0
8006,The Dining Rooms,0,0,0,0,0,0,0,0,0,0
8007,Freakpower,0,0,0,0,0,0,0,0,0,0
8008,Boozoo Bajou,0,0,0,1,0,0,0,0,0,0
8009,Tape Five,0,0,0,0,0,0,0,0,0,0
8010,Shawn Lee & Clutchy Hopkins,0,0,0,0,0,0,0,0,0,0
8011,Gare du Nord,0,0,0,0,0,0,0,0,0,0
8012,Nekta,0,0,0,0,0,0,0,0,0,0
8013,A Vida Azul,0,0,0,0,0,0,0,0,0,0
8014,Shawn Lee,0,0,0,0,0,0,0,0,0,0
8015,Saint Privat,0,0,0,1,0,1,0,0,0,0
8016,!deladap,0,0,0,0,0,0,0,0,0,0
8017,The Dears,1,0,1,0,1,0,0,0,0,0
8018,Snot,1,0,0,0,0,0,0,0,0,0
8019,Alphawezen,0,1,0,1,0,0,0,0,0,0
8020,Modular,0,0,0,0,0,0,0,0,0,0
8021,Gonjasufi,0,0,0,1,0,0,0,0,0,0
8022,Datarock,1,0,0,1,1,0,0,1,1,0
8023,General Elektriks,0,0,0,1,0,0,0,0,0,0
8024,Micatone,0,0,0,0,0,0,0,0,0,0
8025,Berry Weight,0,0,0,0,0,0,0,0,0,0
8026,Minus 8,0,0,0,0,0,0,0,0,0,0
8027,Congo Norvell,0,0,0,0,0,0,0,0,0,0
8028,Gabin,0,0,0,0,0,0,0,0,0,0
8029,Digital Alkemist,0,0,0,0,0,0,0,0,0,0
8030,Vermillion Lies,0,0,1,0,0,1,0,0,0,0
8031,Club Des Belugas,0,0,0,0,0,0,0,0,0,0
8032,Hidden Orchestra,0,0,0,0,0,0,0,0,0,0
8033,Skeewiff,0,0,0,0,0,0,0,0,0,0
8034,Watcha Clan,0,0,0,0,0,0,0,0,0,0
8035,Дети Picasso,0,0,0,0,0,0,0,0,0,0
8036,Astor Piazzolla,0,0,0,0,0,0,0,0,0,0
8037,Oi Va Voi,0,0,0,1,1,1,0,0,0,0
8038,Soulsavers,0,0,1,0,0,0,0,0,0,0
8039,"Up, Bustle and Out",0,0,0,0,0,0,0,0,0,0
8040,Expatriate,0,0,0,0,0,0,0,0,0,0
8041,Kronos Quartet,0,0,0,0,0,0,0,0,0,0
8042,Kronos Quartet & Mogwai,0,0,0,0,0,0,0,0,0,0
8043,Michael Galasso,0,0,0,0,0,0,0,0,0,0
8044,Louis Garrel & Clothilde Hesme,0,0,0,0,0,0,0,0,0,0
8045,Happy Together Wong Kar Wai OST,0,0,0,0,0,0,0,0,0,0
8046,Shantel,0,0,0,0,0,0,0,0,0,0
8047,Dutch,0,0,0,0,0,0,0,0,0,0
8048,Solvent,0,0,0,0,0,0,0,0,0,0
8049,Isles & Glaciers,0,0,0,0,0,0,0,0,0,0
8050,Ariana Grande,0,1,0,0,0,0,0,0,0,0
8051,FM Static,1,0,1,0,0,0,0,0,0,0
8052,Parachute,1,1,0,0,0,0,0,0,0,0
8053,The Crown,0,0,0,0,0,0,0,0,0,0
8054,Hatesphere,0,0,0,0,0,0,0,0,0,0
8055,Blood Red Throne,0,0,0,0,0,0,0,0,0,0
8056,Raging Speedhorn,0,0,0,0,0,0,0,0,0,0
8057,Laxative,0,0,0,0,0,0,0,0,0,0
8058,Six Feet Under,0,0,0,0,0,0,0,0,0,0
8059,Occult,0,0,0,0,0,0,0,0,0,0
8060,Debauchery,0,0,0,0,0,0,0,0,0,0
8061,SOiL,0,0,0,0,0,0,0,0,0,0
8062,Dew-Scented,0,0,0,0,0,0,0,0,0,0
8063,Halo Effect,0,0,0,0,0,0,0,0,0,0
8064,Terror 2000,0,0,0,0,0,0,0,0,0,0
8065,Emil Bulls,0,0,1,0,0,0,0,0,0,0
8066,Damageplan,0,0,0,0,0,0,0,0,0,0
8067,Final Breath,0,0,0,0,0,0,0,0,0,0
8068,Burning Skies,0,0,0,0,0,0,0,0,0,0
8069,Donavon Frankenreiter,1,0,1,0,1,1,0,0,1,0
8070,Park,0,0,0,0,0,0,0,0,0,0
8071,William Fitzsimmons,0,0,0,1,1,0,0,0,0,0
8072,Pavel Nuñez,0,0,0,0,0,0,0,0,0,0
8073,Chris Botti,0,0,0,0,0,0,0,0,0,0
8074,Kaki King,0,0,0,0,0,0,0,0,0,0
8075,Aleks Syntek,0,0,0,0,0,0,0,0,0,0
8076,Nature Living,0,0,0,0,0,0,0,0,0,0
8077,Rx Bandits,0,0,0,0,0,0,0,0,0,0
8078,This Day & Age,0,0,0,0,1,0,0,0,0,0
8079,Jean Baudin,0,0,0,0,0,0,0,0,0,0
8080,Nuclear Rabbit,0,0,1,0,0,0,0,0,0,0
8081,Lydia,0,0,0,0,1,1,0,0,0,0
8082,Catch 22,0,0,0,0,0,0,0,0,0,0
8083,Choke,0,0,0,0,0,0,0,0,0,0
8084,For the Fallen Dreams,0,0,0,0,0,0,0,0,0,0
8085,Antoine Dufour,0,0,0,0,0,0,0,0,0,0
8086,Jake Shimabukuro,0,0,0,0,0,0,0,0,0,0
8087,Moneen,0,0,0,0,0,0,0,0,0,0
8088,RoBERT,0,0,0,0,0,0,0,0,0,0
8089,Ariel Ramírez,0,0,0,0,0,0,0,0,0,0
8090,Vanessa Paradis,0,1,0,0,0,1,1,0,0,0
8091,Püdelsi,0,0,0,0,0,0,0,0,0,0
8092,Henning Pauly,0,0,0,0,0,0,0,0,0,0
8093,KSU,1,0,1,0,0,0,0,0,0,0
8094,Jenifer,0,0,0,0,0,0,0,0,0,0
8095,Zazie,0,0,0,0,0,1,0,0,0,0
8096,Wolna Grupa Bukowina,0,0,0,0,0,0,0,0,0,0
8097,Natasha St-Pier,0,1,0,0,0,1,0,0,0,0
8098,Nick Cave,1,0,1,0,0,0,1,0,0,0
8099,Takanashi Yasuharu,0,0,0,0,0,0,0,0,0,0
8100,Sumatra,0,0,0,0,0,0,0,0,0,0
8101,American Me,0,0,0,0,0,0,0,0,0,0
8102,The Armed,0,0,0,0,0,0,0,0,0,0
8103,Here Comes The Kraken,0,0,0,0,0,0,0,0,0,0
8104,The Korea,0,0,0,0,0,0,0,0,0,0
8105,Korea,0,0,0,0,0,0,0,0,1,0
8106,МегамасС,0,0,0,0,0,0,0,0,0,0
8107,Hester Prynne,0,0,0,0,0,0,0,0,0,0
8108,I Shot The Sheriff,0,0,0,0,0,0,0,0,0,0
8109,+\-,0,0,0,0,0,0,0,0,0,0
8110,Ruiner,0,0,0,0,0,0,0,0,0,0
8111,Making April,0,0,0,0,0,0,0,0,0,0
8112,Worthless Without,0,0,0,0,0,0,0,0,0,0
8113,старов,0,0,0,0,0,0,0,0,0,0
8114,Waking Ashland,0,0,0,0,0,0,0,0,0,0
8115,Johnny Hallyday,0,0,0,0,0,0,0,0,0,0
8116,Jerry Lee Lewis,1,0,0,0,0,0,0,0,0,1
8117,Danielle Peck,0,0,0,0,0,0,0,0,0,0
8118,Tom Petty,1,0,0,0,0,0,1,0,0,1
8119,John Mellencamp,1,0,0,0,0,0,1,1,0,1
8120,John Fogerty,1,0,0,0,0,0,0,0,0,1
8121,The Everly Brothers,0,1,0,0,0,0,0,0,0,1
8122,Vince Taylor,0,0,0,0,0,0,0,0,0,0
8123,Dick Rivers,0,0,0,0,0,0,0,0,0,0
8124,The Sunny Cowgirls,0,0,0,0,0,0,0,0,0,0
8125,The McClymonts,0,0,0,0,0,0,0,0,0,0
8126,Taake,0,0,0,0,0,0,0,0,0,0
8127,Dominia,0,0,0,0,0,0,0,0,0,0
8128,Angis,0,0,0,0,0,0,0,0,0,0
8129,Amžius,0,0,0,0,0,0,0,0,0,0
8130,Obtest,0,0,0,0,0,0,0,0,0,0
8131,Nahash,0,0,0,0,0,0,0,0,0,0
8132,Thundertale,0,0,0,0,0,0,0,0,0,0
8133,Satanic Warmaster,0,0,0,0,0,0,0,0,0,0
8134,Altorių Šešėliai,0,0,0,0,0,0,0,0,0,0
8135,Krabaras,0,0,0,0,0,0,0,0,0,0
8136,Diktatūra,0,0,0,0,0,0,0,0,0,0
8137,Teurgia,0,0,0,0,0,0,0,0,0,0
8138,Excrementory Grindfuckers,0,0,0,0,0,0,0,0,0,0
8139,Luctus,0,0,0,0,0,0,0,0,0,0
8140,Gorefest,0,0,0,0,0,0,0,0,0,0
8141,MaturzFrum,0,0,0,0,0,0,0,0,0,0
8142,egredior,0,0,0,0,0,0,0,0,0,0
8143,Mirties Dvelksmas,0,0,0,0,0,0,0,0,0,0
8144,Dusk,0,0,0,0,0,0,0,0,0,0
8145,D.A.R,0,0,0,0,0,0,0,0,0,0
8146,Anakron,0,0,0,0,0,0,0,0,0,0
8147,George Thorogood & The Destroyers,1,0,0,0,0,0,0,0,0,1
8148,Beherit,0,0,0,0,0,0,0,0,0,0
8149,Šėtonistai,0,0,0,0,0,0,0,0,0,0
8150,Urgehal,0,0,0,0,0,0,0,0,0,0
8151,Anubi,0,0,0,0,0,0,0,0,0,0
8152,Pastetai,0,0,0,0,0,0,0,0,0,0
8153,Sorrow,0,0,0,0,0,0,0,0,0,0
8154,Mushroomhead,0,0,0,0,0,0,0,0,0,0
8155,Passenger,0,0,0,0,0,0,0,0,0,0
8156,St. Thomas,0,0,0,0,0,0,0,0,0,0
8157,Taproot,1,0,1,0,0,0,0,0,1,0
8158,Zakk Wylde,0,0,0,0,0,0,0,0,0,0
8159,ourlastbreath,0,0,0,0,0,0,0,0,0,0
8160,Lillasyster,0,0,0,0,0,0,0,0,0,0
8161,Tommy Emmanuel,0,0,0,0,0,0,0,0,0,0
8162,Takida,0,0,0,0,0,0,0,0,0,0
8163,Jason Walker,1,0,0,1,1,0,0,1,0,0
8164,Juego De Dos,0,0,0,0,0,0,0,0,0,0
8165,Tristan Prettyman,0,1,0,0,0,1,0,0,0,0
8166,The Simpsons,0,0,0,0,0,0,0,0,0,0
8167,Ximbica,0,1,0,0,1,0,0,0,0,0
8168,Hawk Nelson,1,0,0,0,0,0,0,0,0,0
8169,Chaves,0,0,0,0,0,0,0,0,0,0
8170,Flora,0,1,0,0,0,0,0,1,0,0
8171,Sean Kingston,0,1,0,0,0,0,0,1,0,0
8172,Seu Cuca,1,0,0,0,0,0,0,0,0,0
8173,Holdcut,0,0,0,0,0,0,0,0,0,0
8174,EMF,1,1,0,0,0,0,0,1,0,0
8175,Neneh Cherry,0,0,0,0,0,0,0,0,0,0
8176,Faith and the Muse,0,0,0,0,0,0,0,0,0,0
8177,Axel Fernando,0,1,0,0,0,0,0,0,0,0
8178,Maná,1,0,0,0,0,0,0,0,0,0
8179,Ricardo Arjona,0,1,0,0,0,0,1,0,0,0
8180,Banda El Recodo,0,0,0,0,0,0,0,0,0,0
8181,Luciano Pereyra,0,0,0,0,0,0,0,0,0,0
8182,Alex Ubago,0,0,0,0,0,0,0,0,0,0
8183,Nick Jonas,0,0,0,0,0,0,0,0,0,0
8184,La Arrolladora Banda El Limón,0,0,0,0,0,0,0,0,0,0
8185,Demi Lovato & Joe Jonas,0,0,0,0,0,0,0,0,0,0
8186,Chaqueño Palavecino,0,0,0,0,0,0,0,0,0,0
8187,Carlos Baute,0,1,0,0,0,0,0,0,0,0
8188,Deep kick,1,0,0,0,0,0,0,0,0,0
8189,Bumblefoot,0,0,0,0,0,0,0,0,0,0
8190,Marcus Miller,0,0,0,0,0,0,0,0,0,0
8191,Hopes Die Last,0,0,0,0,0,0,0,0,0,0
8192,Mathewmaokh,0,0,0,0,0,0,0,0,0,0
8193,Metal Church,0,0,0,0,0,0,0,0,0,0
8194,Solitude Aeturnus,0,0,0,0,0,0,0,0,0,0
8195,Viking Quest,0,0,1,1,1,0,1,1,1,0
8196,The Bogmen,0,0,0,0,0,0,0,0,0,0
8197,she,0,0,0,1,0,0,0,0,0,0
8198,Do As Infinity,1,0,0,0,0,1,0,0,0,0
8199,D,0,0,0,0,0,0,0,0,0,0
8200,12012,1,0,0,0,0,0,0,0,0,0
8201,VIDOLL,0,0,0,0,0,0,0,0,0,0
8202,Alice Nine,1,0,0,0,0,0,0,0,0,0
8203,Silver Forest,0,0,0,0,0,0,0,0,0,0
8204,FACT,0,0,0,0,0,0,0,0,0,0
8205,Anamanaguchi,0,0,0,0,0,0,0,0,0,0
8206,Sadie,0,0,0,0,0,0,0,0,0,0
8207,Schandmaul,0,0,0,0,0,0,0,0,0,0
8208,Plastic Tree,0,0,0,0,0,0,0,0,0,0
8209,m-flo,0,0,0,1,0,0,0,0,0,0
8210,Bebe,0,1,0,0,0,1,0,0,0,0
8211,Coiffeur,0,0,0,0,0,0,0,0,0,0
8212,Deplasticoverde,0,0,0,0,0,0,0,0,0,0
8213,María Zion,0,0,0,0,0,0,0,0,0,0
8214,Score Deseos Ocultos,0,0,0,0,0,0,0,0,0,0
8215,Score Sonámbulos,0,0,0,0,0,0,0,0,0,0
8216,Christopher Young,0,0,0,0,0,0,0,0,0,0
8217,Nathaniel Mechaly,0,0,0,0,0,0,0,0,0,0
8218,theaudience,0,0,1,0,1,0,0,0,0,0
8219,The Sunshine Underground,0,0,1,0,1,0,0,0,0,0
8220,Lake of Tears,0,0,0,0,0,0,0,0,0,0
8221,Meat Loaf,1,0,0,0,0,0,1,0,0,1
8222,Great White,0,0,0,0,0,0,1,0,0,0
8223,Khaled Mouzanar,0,0,0,0,0,0,0,0,0,0
8224,Kardeş Türküler,0,0,0,0,0,0,0,0,0,0
8225,Barış Güney,0,0,0,0,0,0,0,0,0,0
8226,Birsen Tezer,0,0,0,0,0,0,0,0,0,0
8227,Akın Eldes,0,0,0,0,0,0,0,0,0,0
8228,Replikas,1,0,1,0,0,0,0,0,1,0
8229,bajar,0,0,0,0,0,0,0,0,0,0
8230,Erkan Oğur,0,0,0,0,0,0,0,0,0,0
8231,Quadro Nuevo,0,0,0,0,0,0,0,0,0,0
8232,Golden Horn Ensemble,0,0,0,0,0,0,0,0,0,0
8233,Şinasi Çilden & Şebnem Orhan,0,0,0,0,0,0,0,0,0,0
8234,"Vedat Yıldırım, Özgür Akgül, Mehmet Erdem",0,0,0,0,0,0,0,0,0,0
8235,Yaşar Kurt,0,0,1,0,0,0,0,0,0,0
8236,Fatih Yaşar,0,0,0,0,0,0,0,0,0,0
8237,Beth Gibbons & Rustin Man,0,0,0,0,0,1,0,0,0,0
8238,Metin & Kemal Kahraman,0,0,0,0,0,0,0,0,0,0
8239,Asfalt Dünya,0,0,0,0,0,0,0,0,0,0
8240,Xavier Cugat,0,0,0,0,0,0,0,0,0,0
8241,Ahmad Pejman,0,0,0,0,0,0,0,0,0,0
8242,Orient Expressions,0,0,0,0,0,0,0,0,0,0
8243,Pinhani,0,0,0,0,0,0,0,0,1,0
8244,Niyaz,0,0,0,1,0,1,0,0,0,0
8245,Peyman Yazdanian,0,0,0,0,0,0,0,0,0,0
8246,Mikail Aslan,0,0,0,0,0,0,0,0,0,0
8247,Mohammad Reza Aligholi,0,0,0,0,0,0,0,0,0,0
8248,Andrea Guerra,0,0,0,0,0,0,0,0,0,0
8249,Tülay German,0,0,0,0,0,0,0,0,0,0
8250,Peter Soleimanipour,0,0,0,0,0,0,0,0,0,0
8251,Hossein Alizadeh,0,0,0,0,0,0,0,0,0,0
8252,Cihat Aşkın,0,0,0,0,0,0,0,0,0,0
8253,Bülent Ortaçgil,0,0,1,0,1,0,0,0,0,0
8254,Taksim Trio,0,0,0,0,0,0,0,0,0,0
8255,Farhad As'adian,0,0,0,0,0,0,0,0,0,0
8256,Br00talizer,0,0,0,0,0,0,0,0,0,0
8257,Daïtro,0,0,0,0,0,0,0,0,0,0
8258,mewithoutYou,0,0,0,0,1,0,0,0,1,0
8259,Footnotes,0,0,0,0,0,0,0,0,0,0
8260,Sunny Day Real Estate,0,0,0,0,1,0,0,0,0,0
8261,Destroy The Runner,0,0,0,0,0,0,0,0,0,0
8262,Love Like... Electrocution,0,0,0,0,0,0,0,0,0,0
8263,Every Time I Die,1,0,0,0,0,0,0,0,0,0
8264,Suis La Lune,0,0,0,0,0,0,0,0,0,0
8265,MellowHype,0,0,0,0,0,0,0,0,0,0
8266,American Football,0,0,0,0,1,0,0,0,0,0
8267,The Bled,0,0,0,0,0,0,0,0,0,0
8268,The Promise Ring,0,0,0,0,0,0,0,0,0,0
8269,The (International) Noise Conspiracy,0,0,0,0,0,0,0,0,0,0
8270,Still Remains,1,0,1,0,0,0,0,0,0,0
8271,Earl Sweatshirt,0,0,0,0,0,0,0,0,0,0
8272,Memphis May Fire,0,0,0,0,0,0,0,0,0,0
8273,"Tyler, The Creator",0,0,0,0,0,0,0,0,0,0
8274,Mihai Edrisch,0,0,0,0,0,0,0,0,0,0
8275,Something for Kate,0,0,0,0,0,0,0,0,0,0
8276,brandun deshay,0,0,0,0,0,0,0,0,0,0
8277,Tigers Jaw,0,0,0,0,0,0,0,0,0,0
8278,Nada Surf,1,0,1,0,1,0,0,0,1,0
8279,Sleep Party People,0,0,0,0,0,0,0,0,0,0
8280,The Mynabirds,0,0,0,0,0,0,0,0,0,0
8281,The Black Box Revelation,1,0,1,0,0,0,0,0,0,0
8282,Avi Buffalo,0,0,1,0,1,0,0,0,0,0
8283,The Makes Nice,0,0,0,0,0,0,0,0,0,0
8284,The Record's,0,0,0,0,0,0,0,0,0,0
8285,Datahowler,0,0,0,0,0,0,0,0,0,0
8286,LoveLikeFire,0,0,0,0,0,0,0,0,0,0
8287,The Vacation,1,0,0,0,0,0,0,0,0,0
8288,The Kissaway Trail,0,0,0,0,0,0,0,0,0,0
8289,The Cheaters,0,0,0,0,0,0,0,0,0,0
8290,Ty Segall & Mikal Cronin,0,0,0,0,0,0,0,0,0,0
8291,Fu Manchu,0,0,0,0,0,0,0,0,0,0
8292,Sambassadeur,0,0,0,0,0,0,0,0,0,0
8293,Quasi,0,0,0,0,0,0,0,0,0,0
8294,Marco Borsato,1,1,0,0,0,0,0,0,0,0
8295,AoW,0,0,0,0,0,0,0,0,0,0
8296,Sash!,0,0,0,1,0,0,0,1,0,0
8297,Tina Cousins,0,1,0,0,0,1,0,1,0,0
8298,Ibens,0,0,0,0,0,0,0,0,0,0
8299,Josh Woodward,0,0,0,0,0,0,0,0,0,0
8300,Red Warszawa,0,0,0,0,0,0,0,0,0,0
8301,Psyched Up Janis,1,0,0,0,1,0,0,0,0,0
8302,Dúné,0,0,0,1,0,0,0,0,0,0
8303,Joshua Radin,0,0,1,0,1,0,0,0,0,0
8304,Love Shop,0,0,0,0,0,0,0,0,0,0
8305,Flowers From the Man Who Shot Your Cousin,0,0,0,0,0,0,0,0,0,0
8306,Sune Rose Wagner,0,0,0,0,0,0,0,0,0,0
8307,Death by Kite,0,0,0,0,0,0,0,0,0,0
8308,Jahcoozi,0,0,0,1,0,0,0,0,0,0
8309,Modeselektor,0,0,0,1,0,0,0,0,0,0
